timestamp,sender,intent,mensagem,lat,lng,ciclo_id,fragmento
2022-10-28 10:17:00.000000000,UAS-51,,Aircraft off ground.,31.24295,121.54616,,False
2022-10-28 10:17:00.000000000,AERIAL-15,I1,"Control, AERIAL-15 requesting takeoff clearance, Red Zone, altitude 60m.",31.24292,121.54603,18.0,False
2022-10-28 10:17:15.000000000,Control,,Acknowledged.,31.24295,121.54616,,False
2022-10-28 10:17:15.000000000,Control,,Control copies.,31.24289,121.54615,,False
2022-10-28 10:17:30.000000000,Control,I2,"AERIAL-15 cleared for takeoff, wind 306°/18kt, report when airborne.",31.24292,121.54603,18.0,False
2022-10-28 10:18:00.000000000,AERIAL-15,,Aircraft airborne.,31.24292,121.54603,,False
2022-10-28 10:18:00.000000000,UAV-69,I1,"Control, UAV-69 requesting takeoff. White Zone, 30m.",31.189,121.56013,82.0,False
2022-10-28 10:18:15.000000000,Control,,Acknowledged.,31.24292,121.54603,,False
2022-10-28 10:18:30.000000000,Control,I2,"UAV-69, departure authorized, White Zone, 30m. Wind 233°/18kt. Report airborne.",31.189,121.56013,82.0,False
2022-10-28 10:19:00.000000000,UAV-69,,UAV-69 airborne.,31.189,121.56013,,False
2022-10-28 10:19:00.000000000,UAV-24,I1,"Control, UAV-24 requesting takeoff. Red Zone, 50m.",31.24294,121.54616,28.0,False
2022-10-28 10:19:30.000000000,Control,I2,"UAV-24 cleared for takeoff, wind 277°/13kt, report when airborne.",31.24294,121.54616,28.0,False
2022-10-28 10:20:00.000000000,UAV-24,,Aircraft airborne.,31.24294,121.54616,,False
2022-10-28 10:20:00.000000000,AERIAL-70,I1,AERIAL-70 requesting departure.,31.18785,121.53066,83.0,False
2022-10-28 10:20:08.000000000,AERIAL-70,I1,"Yellow Zone, 60m.",31.18785,121.53066,83.0,True
2022-10-28 10:20:15.000000000,Control,,🫡,31.24294,121.54616,,False
2022-10-28 10:20:30.000000000,Control,I2,"AERIAL-70, departure authorized, Yellow Zone, 60m. Wind 306°/18kt. Report airborne.",31.18785,121.53066,83.0,False
2022-10-28 10:21:00.000000000,AERIAL-70,,AERIAL-70 airborne.,31.18785,121.53066,,False
2022-10-28 10:21:15.000000000,Control,,Control copies.,31.18785,121.53066,,False
2022-10-28 10:24:00.000000000,Control,I7,"Team, UAS-96 reported in Yellow Zone, altitude 30m.",31.18891,121.532552,,False
2022-10-28 10:26:00.000000000,RPA-108,I1,"RPA-108 awaiting takeoff authorization, Yellow Zone, 60m.",31.18782,121.5307,125.0,False
2022-10-28 10:26:00.000000000,UAV-64,I1,"Control, UAV-64 requesting takeoff. Blue Zone, 30m.",31.24047,121.43555,76.0,False
2022-10-28 10:26:30.000000000,Control,I2,"RPA-108, takeoff at your discretion. Wind 150°/05kt. Report airborne.",31.18782,121.5307,125.0,False
2022-10-28 10:26:30.000000000,Control,I2,Authorized UAV-64. Wind 233°/18kt. Report airborne.,31.24047,121.43555,76.0,False
2022-10-28 10:27:00.000000000,UAV-64,,Aircraft airborne.,31.24047,121.43555,,False
2022-10-28 10:27:00.000000000,RPA-108,,Aircraft airborne.,31.18782,121.5307,,False
2022-10-28 10:27:15.000000000,Control,,"Copy, report on return.",31.18782,121.5307,,False
2022-10-28 10:29:00.000000000,DRONE-82,I1,"Control, DRONE-82 requesting takeoff. Blue Zone, 30m.",31.2404,121.43557,96.0,False
2022-10-28 10:29:00.000000000,AERIAL-95,I1,"Control, AERIAL-95 requesting takeoff clearance, Green Zone, altitude 60m.",31.25098,121.40019,111.0,False
2022-10-28 10:29:30.000000000,Control,I2,"AERIAL-95, takeoff at your discretion. Wind 233°/18kt. Report airborne.",31.25098,121.40019,111.0,False
2022-10-28 10:29:30.000000000,Control,I2,Authorized DRONE-82. Wind 277°/13kt. Report airborne.,31.2404,121.43557,96.0,False
2022-10-28 10:30:00.000000000,DRONE-82,,Off the ground.,31.2404,121.43557,,False
2022-10-28 10:30:00.000000000,Control,I7,"Advising RPA-108 in Yellow Zone, same altitude.",31.186245,121.52844,,False
2022-10-28 10:30:00.000000000,AERIAL-80,I1,"AERIAL-80 requesting departure, Orange Zone, 60 meters.",31.17548,121.63176,94.0,False
2022-10-28 10:30:00.000000000,AERIAL-95,,Off the ground.,31.25098,121.40019,,False
2022-10-28 10:30:00.000000000,Control,I7,"Heads up — AERIAL-105 flying in Red Zone, same level.",31.240725,121.544332,,False
2022-10-28 10:30:15.000000000,Control,,Copy 👍,31.25098,121.40019,,False
2022-10-28 10:30:30.000000000,Control,I2,Authorized AERIAL-80. Wind 306°/18kt. Report airborne.,31.17548,121.63176,94.0,False
2022-10-28 10:31:00.000000000,AERIAL-80,,Airborne.,31.17548,121.63176,,False
2022-10-28 10:33:13.000000000,Control,outros,Any teams operating at the moment?,31.17532,121.63175,,False
2022-10-28 10:34:00.000000000,UAS-01,I1,"Control, UAS-01 requesting takeoff clearance, Orange Zone, altitude 20m.",31.17532,121.63175,1.0,False
2022-10-28 10:34:00.000000000,DRONE-37,I1,"Control, DRONE-37 requesting takeoff. White Zone, 50m.",31.18908,121.56029,42.0,False
2022-10-28 10:34:02.027740842,Control,outros,Anyone available for frequency check?,31.192813,121.53036,,False
2022-10-28 10:34:03.000000000,Control,outros,"All teams, confirm radio before departure.",31.24282,121.54605,,False
2022-10-28 10:34:30.000000000,Control,I2,"DRONE-37, departure authorized, White Zone, 50m. Wind 306°/18kt. Report airborne.",31.18908,121.56029,42.0,False
2022-10-28 10:34:30.000000000,Control,I2,"UAS-01, departure authorized. Wind 277°/13kt.",31.17532,121.63175,1.0,False
2022-10-28 10:34:47.000000000,Control,I2,Report airborne.,31.17532,121.63175,1.0,True
2022-10-28 10:35:00.000000000,DRONE-37,,Aircraft off ground.,31.18908,121.56029,,False
2022-10-28 10:35:00.000000000,UAS-01,,Aircraft airborne.,31.17532,121.63175,,False
2022-10-28 10:35:00.000000000,UAV-94,I1,"Control, UAV-94 requesting takeoff clearance, Red Zone, altitude 60m.",31.24282,121.54605,110.0,False
2022-10-28 10:35:00.000000000,RPA-33,I1,"Control, RPA-33 requesting takeoff clearance.",31.18778,121.53077,37.0,False
2022-10-28 10:35:08.000000000,RPA-33,I1,"Yellow Zone, altitude 60m.",31.18778,121.53077,37.0,True
2022-10-28 10:35:15.000000000,Control,,Control copies.,31.17532,121.63175,,False
2022-10-28 10:35:15.000000000,Control,,"Copy, report on return.",31.18908,121.56029,,False
2022-10-28 10:35:30.000000000,Control,I2,"RPA-33 cleared for takeoff, wind 277°/13kt, report when airborne.",31.18778,121.53077,37.0,False
2022-10-28 10:35:30.000000000,Control,I2,"UAV-94, takeoff at your discretion. Wind 150°/05kt. Report airborne.",31.24282,121.54605,110.0,False
2022-10-28 10:36:00.000000000,DRONE-32,I1,"DRONE-32 awaiting takeoff authorization, Orange Zone, 40m.",31.17539,121.63176,36.0,False
2022-10-28 10:36:00.000000000,RPA-33,,RPA-33 airborne.,31.18778,121.53077,,False
2022-10-28 10:36:00.000000000,AERIAL-10,I1,AERIAL-10 awaiting takeoff authorization.,31.24288,121.54612,12.0,False
2022-10-28 10:36:00.000000000,AERIAL-45,I1,"AERIAL-45 requesting departure, White Zone, 60 meters.",31.18894,121.56013,51.0,False
2022-10-28 10:36:00.000000000,UAV-94,,Aircraft off ground.,31.24282,121.54605,,False
2022-10-28 10:36:08.000000000,AERIAL-10,I1,"Zone: Red Zone, 20m.",31.24288,121.54612,12.0,True
2022-10-28 10:36:15.000000000,Control,,Copy 👍,31.24282,121.54605,,False
2022-10-28 10:36:30.000000000,Control,I2,"DRONE-32 cleared for takeoff, wind 150°/05kt, report when airborne.",31.17539,121.63176,36.0,False
2022-10-28 10:36:30.000000000,Control,I2,Authorized AERIAL-10. Wind 233°/18kt. Report airborne.,31.24288,121.54612,12.0,False
2022-10-28 10:36:30.000000000,Control,I2,Authorized AERIAL-45. Wind 233°/18kt. Report airborne.,31.18894,121.56013,51.0,False
2022-10-28 10:37:00.000000000,AERIAL-45,,Aircraft airborne.,31.18894,121.56013,,False
2022-10-28 10:37:00.000000000,DRONE-32,,Airborne.,31.17539,121.63176,,False
2022-10-28 10:37:00.000000000,AERIAL-10,,Aircraft airborne.,31.24288,121.54612,,False
2022-10-28 10:37:15.000000000,Control,,Control copies.,31.24288,121.54612,,False
2022-10-28 10:37:15.000000000,Control,,Control copies.,31.18894,121.56013,,False
2022-10-28 10:37:15.000000000,Control,,🫡,31.17539,121.63176,,False
2022-10-28 10:38:00.000000000,RPA-28,I1,"Control, RPA-28 requesting takeoff clearance, Blue Zone, altitude 30m.",31.2404,121.43555,32.0,False
2022-10-28 10:38:00.000000000,AERIAL-65,I1,"Control, AERIAL-65 here.",31.18775,121.53069,77.0,False
2022-10-28 10:38:00.000000000,DRONE-107,I1,"Control, DRONE-107 requesting takeoff. Blue Zone, 20m.",31.24045,121.43554,124.0,False
2022-10-28 10:38:00.000000000,Control,I7,Advising UAV-44 operating in Yellow Zone at 20m.,31.185905,121.531343,,False
2022-10-28 10:38:08.000000000,AERIAL-65,I1,"Requesting takeoff, Yellow Zone, 30m.",31.18775,121.53069,77.0,True
2022-10-28 10:38:30.000000000,Control,I2,"DRONE-107 cleared for takeoff, wind 277°/13kt, report when airborne.",31.24045,121.43554,124.0,False
2022-10-28 10:38:30.000000000,Control,I2,Authorized AERIAL-65. Wind 150°/05kt. Report airborne.,31.18775,121.53069,77.0,False
2022-10-28 10:38:30.000000000,Control,I2,Authorized RPA-28. Wind 277°/13kt. Report airborne.,31.2404,121.43555,32.0,False
2022-10-28 10:39:00.000000000,UAV-84,I1,"Control, UAV-84 requesting takeoff. White Zone, 20m.",31.18903,121.56023,98.0,False
2022-10-28 10:39:00.000000000,DRONE-107,,DRONE-107 airborne.,31.24045,121.43554,,False
2022-10-28 10:39:00.000000000,RPA-28,,Off the ground.,31.2404,121.43555,,False
2022-10-28 10:39:00.000000000,AERIAL-65,,Off the ground.,31.18775,121.53069,,False
2022-10-28 10:39:15.000000000,Control,,Acknowledged.,31.2404,121.43555,,False
2022-10-28 10:39:30.000000000,Control,I2,"UAV-84, departure authorized, White Zone, 20m. Wind 277°/13kt. Report airborne.",31.18903,121.56023,98.0,False
2022-10-28 10:40:00.000000000,UAV-84,,Off the ground.,31.18903,121.56023,,False
2022-10-28 10:40:00.000000000,RPA-103,I1,"RPA-103 awaiting takeoff authorization, Blue Zone, 50m.",31.24043,121.43563,119.0,False
2022-10-28 10:40:00.000000000,Control,I7,"Team, UAV-24 reported in Red Zone, altitude 30m.",31.239793,121.542722,,False
2022-10-28 10:40:15.000000000,Control,,"Copy, report on return.",31.18903,121.56023,,False
2022-10-28 10:40:30.000000000,Control,I2,"RPA-103, takeoff at your discretion. Wind 306°/18kt. Report airborne.",31.24043,121.43563,119.0,False
2022-10-28 10:41:00.000000000,UAV-09,I1,"UAV-09 requesting departure, Red Zone, 50 meters.",31.24293,121.54609,10.0,False
2022-10-28 10:41:00.000000000,RPA-103,,RPA-103 airborne.,31.24043,121.43563,,False
2022-10-28 10:41:00.000000000,Control,I7,UAS-51 operating in same area at 50m.,31.241953,121.54597,,False
2022-10-28 10:41:30.000000000,Control,I2,"UAV-09, departure authorized. Wind 233°/18kt.",31.24293,121.54609,10.0,False
2022-10-28 10:41:47.000000000,Control,I2,Report airborne.,31.24293,121.54609,10.0,True
2022-10-28 10:42:00.000000000,UAV-09,,Aircraft off ground.,31.24293,121.54609,,False
2022-10-28 10:42:00.000000000,Control,I7,"Team, UAS-61 reported in Yellow Zone, altitude 50m.",31.18652,121.53064,,False
2022-10-28 10:42:15.000000000,Control,,Copy 👍,31.24293,121.54609,,False
2022-10-28 10:42:19.000000000,Control,outros,Frequency check — all units respond.,31.25096,121.40008,,False
2022-10-28 10:43:00.000000000,UAV-74,I1,"Control, UAV-74 requesting takeoff clearance, Green Zone, altitude 20m.",31.25096,121.40008,87.0,False
2022-10-28 10:43:30.000000000,Control,I2,"UAV-74, takeoff at your discretion. Wind 306°/18kt. Report airborne.",31.25096,121.40008,87.0,False
2022-10-28 10:44:00.000000000,UAV-74,,Airborne.,31.25096,121.40008,,False
2022-10-28 10:44:00.000000000,DRONE-87,I1,"Control, DRONE-87 requesting takeoff. Blue Zone, 30m.",31.24037,121.43557,101.0,False
2022-10-28 10:44:30.000000000,Control,I2,Authorized DRONE-87. Wind 306°/18kt. Report airborne.,31.24037,121.43557,101.0,False
2022-10-28 10:44:40.000000000,Control,outros,"All teams, confirm radio before departure.",31.18895,121.56029,,False
2022-10-28 10:45:00.000000000,DRONE-87,,DRONE-87 off ground.,31.24037,121.43557,,False
2022-10-28 10:45:15.000000000,Control,,"Copy, report on return.",31.24037,121.43557,,False
2022-10-28 10:46:00.000000000,Control,I7,"Advising UAS-96 in Yellow Zone, same altitude.",31.194047,121.531777,,False
2022-10-28 10:46:00.000000000,DRONE-77,I1,"DRONE-77 requesting departure, Blue Zone, 60 meters.",31.24031,121.43567,90.0,False
2022-10-28 10:46:00.000000000,RPA-43,I1,"Control, RPA-43 requesting takeoff. White Zone, 30m.",31.18895,121.56029,49.0,False
2022-10-28 10:46:30.000000000,Control,I2,"DRONE-77, departure authorized, Blue Zone, 60m. Wind 233°/18kt. Report airborne.",31.24031,121.43567,90.0,False
2022-10-28 10:46:30.000000000,Control,I2,"RPA-43, takeoff at your discretion. Wind 150°/05kt. Report airborne.",31.18895,121.56029,49.0,False
2022-10-28 10:47:00.000000000,DRONE-77,,Aircraft off ground.,31.24031,121.43567,,False
2022-10-28 10:47:00.000000000,UAV-104,I1,"Control, UAV-104 requesting takeoff clearance, Orange Zone, altitude 60m.",31.17547,121.63179,120.0,False
2022-10-28 10:47:00.000000000,RPA-43,,RPA-43 off ground.,31.18895,121.56029,,False
2022-10-28 10:47:15.000000000,Control,,Acknowledged.,31.24031,121.43567,,False
2022-10-28 10:47:30.000000000,Control,I2,"UAV-104, departure authorized, Orange Zone, 60m. Wind 150°/05kt. Report airborne.",31.17547,121.63179,120.0,False
2022-10-28 10:48:00.000000000,UAS-21,I1,"Control, UAS-21 requesting takeoff clearance, Red Zone, altitude 60m.",31.24286,121.54602,25.0,False
2022-10-28 10:48:00.000000000,UAV-104,,Aircraft off ground.,31.17547,121.63179,,False
2022-10-28 10:48:15.000000000,Control,,Copy 👍,31.17547,121.63179,,False
2022-10-28 10:48:30.000000000,Control,I2,"UAS-21, departure authorized. Wind 160°/10kt.",31.24286,121.54602,25.0,False
2022-10-28 10:48:47.000000000,Control,I2,Report airborne.,31.24286,121.54602,25.0,True
2022-10-28 10:49:00.000000000,UAS-21,,Aircraft airborne.,31.24286,121.54602,,False
2022-10-28 10:49:00.000000000,RPA-93,I1,"Control, RPA-93 requesting takeoff. Green Zone, 30m.",31.25101,121.40013,109.0,False
2022-10-28 10:49:14.000000000,Control,outros,"All teams, confirm radio before departure.",31.17546,121.63185,,False
2022-10-28 10:49:30.000000000,Control,I2,"RPA-93, takeoff at your discretion. Wind 150°/05kt. Report airborne.",31.25101,121.40013,109.0,False
2022-10-28 10:50:00.000000000,AERIAL-20,I1,AERIAL-20 awaiting takeoff authorization.,31.25105,121.40012,24.0,False
2022-10-28 10:50:00.000000000,DRONE-62,I1,"Control, DRONE-62 here.",31.251,121.40005,73.0,False
2022-10-28 10:50:00.000000000,AERIAL-85,I1,"Control, AERIAL-85 requesting takeoff clearance.",31.18774,121.5307,99.0,False
2022-10-28 10:50:00.000000000,Control,I7,"Advising AERIAL-70 in Yellow Zone, same altitude.",31.192107,121.53439,,False
2022-10-28 10:50:00.000000000,RPA-93,,Aircraft airborne.,31.25101,121.40013,,False
2022-10-28 10:50:00.000000000,Control,I7,UAV-34 operating in same area at 60m.,31.24529,121.436645,,False
2022-10-28 10:50:00.000000000,UAV-39,I1,UAV-39 awaiting takeoff authorization.,31.17546,121.63185,44.0,False
2022-10-28 10:50:00.000000000,Control,I7,"Advising AERIAL-105 in Red Zone, same altitude.",31.243907,121.542305,,False
2022-10-28 10:50:08.000000000,DRONE-62,I1,"Requesting takeoff, Green Zone, 60m.",31.251,121.40005,73.0,True
2022-10-28 10:50:08.000000000,UAV-39,I1,"Zone: Orange Zone, 50m.",31.17546,121.63185,44.0,True
2022-10-28 10:50:08.000000000,AERIAL-20,I1,"Zone: Green Zone, 30m.",31.25105,121.40012,24.0,True
2022-10-28 10:50:08.000000000,AERIAL-85,I1,"Yellow Zone, altitude 60m.",31.18774,121.5307,99.0,True
2022-10-28 10:50:15.000000000,Control,,"Copy, report on return.",31.25101,121.40013,,False
2022-10-28 10:50:30.000000000,Control,I2,Authorized DRONE-62. Wind 306°/18kt. Report airborne.,31.251,121.40005,73.0,False
2022-10-28 10:50:30.000000000,Control,I2,"UAV-39, departure authorized, Orange Zone, 50m. Wind 277°/13kt. Report airborne.",31.17546,121.63185,44.0,False
2022-10-28 10:50:30.000000000,Control,I2,"AERIAL-20, departure authorized, Green Zone, 30m. Wind 277°/13kt. Report airborne.",31.25105,121.40012,24.0,False
2022-10-28 10:50:30.000000000,Control,I2,"AERIAL-85 cleared for takeoff, wind 160°/10kt, report when airborne.",31.18774,121.5307,99.0,False
2022-10-28 10:51:00.000000000,AERIAL-85,,Aircraft airborne.,31.18774,121.5307,,False
2022-10-28 10:51:00.000000000,UAV-39,,UAV-39 airborne.,31.17546,121.63185,,False
2022-10-28 10:51:00.000000000,DRONE-62,,DRONE-62 airborne.,31.251,121.40005,,False
2022-10-28 10:51:00.000000000,Control,I7,RPA-98 operating in same area at 30m.,31.187563,121.530215,,False
2022-10-28 10:51:00.000000000,AERIAL-20,,Aircraft airborne.,31.25105,121.40012,,False
2022-10-28 10:51:15.000000000,Control,,"Copy, report on return.",31.25105,121.40012,,False
2022-10-28 10:51:15.000000000,Control,,Acknowledged.,31.251,121.40005,,False
2022-10-28 10:52:00.000000000,UAV-29,I1,"Control, UAV-29 requesting takeoff. Yellow Zone, 40m.",31.18782,121.53079,33.0,False
2022-10-28 10:52:00.000000000,AERIAL-30,I1,"Control, AERIAL-30 requesting takeoff. Blue Zone, 20m.",31.24036,121.43561,34.0,False
2022-10-28 10:52:30.000000000,Control,I2,Authorized UAV-29. Wind 160°/10kt. Report airborne.,31.18782,121.53079,33.0,False
2022-10-28 10:52:30.000000000,Control,I2,Authorized AERIAL-30. Wind 233°/18kt. Report airborne.,31.24036,121.43561,34.0,False
2022-10-28 10:53:00.000000000,AERIAL-30,,AERIAL-30 off ground.,31.24036,121.43561,,False
2022-10-28 10:53:00.000000000,UAV-29,,UAV-29 off ground.,31.18782,121.53079,,False
2022-10-28 10:53:15.000000000,Control,,"Copy, report on return.",31.24036,121.43561,,False
2022-10-28 10:54:00.000000000,AERIAL-100,I4,AERIAL-100 inbound for landing.,31.22966,121.54267,,False
2022-10-28 10:54:30.000000000,Control,I5,"Copy AERIAL-100, report when on ground.",31.22966,121.54267,,False
2022-10-28 10:55:00.000000000,AERIAL-100,I6,"AERIAL-100 on ground, mission complete.",31.22966,121.54267,,False
2022-10-28 10:55:00.000000000,Control,I7,"Heads up — RPA-108 flying in Yellow Zone, same level.",31.187945,121.53015,,False
2022-10-28 10:55:15.000000000,Control,,Copy 👍,31.22966,121.54267,,False
2022-10-28 10:56:00.000000000,Control,I7,"Advising RPA-53 in Blue Zone, same altitude.",31.24257,121.43889,,False
2022-10-28 10:56:00.000000000,UAV-19,I1,"UAV-19 awaiting takeoff authorization, Blue Zone, 30m.",31.2404,121.43555,23.0,False
2022-10-28 10:56:00.000000000,RPA-53,I1,RPA-53 requesting departure.,31.2404,121.43555,61.0,False
2022-10-28 10:56:08.000000000,RPA-53,I1,"Blue Zone, 20m.",31.2404,121.43555,61.0,True
2022-10-28 10:56:30.000000000,Control,I2,Authorized RPA-53. Wind 306°/18kt. Report airborne.,31.2404,121.43555,61.0,False
2022-10-28 10:56:30.000000000,Control,I2,"UAV-19 cleared for takeoff, wind 160°/10kt, report when airborne.",31.2404,121.43555,23.0,False
2022-10-28 10:57:00.000000000,UAV-19,,Off the ground.,31.2404,121.43555,,False
2022-10-28 10:57:00.000000000,RPA-53,,Aircraft airborne.,31.2404,121.43555,,False
2022-10-28 10:57:00.000000000,Control,I7,"Team, DRONE-107 reported in Blue Zone, altitude 20m.",31.24324,121.434607,,False
2022-10-28 10:57:15.000000000,Control,,Copy 👍,31.2404,121.43555,,False
2022-10-28 10:57:55.749432792,UAV-44,I3,"UAV-44 — Yellow Zone, 30m, en route.",31.184392,121.534865,,False
2022-10-28 10:58:00.000000000,AERIAL-60,I1,"AERIAL-60 awaiting takeoff authorization, Red Zone, 50m.",31.24298,121.54607,71.0,False
2022-10-28 10:58:00.000000000,Control,I7,"Advising UAS-21 in Red Zone, same altitude.",31.241822,121.54326,,False
2022-10-28 10:58:00.000000000,AERIAL-105,I4,"AERIAL-105 on final approach, Red Zone.",31.24541,121.54092,,False
2022-10-28 10:58:30.000000000,Control,I2,"AERIAL-60, departure authorized. Wind 277°/13kt.",31.24298,121.54607,71.0,False
2022-10-28 10:58:30.000000000,Control,I5,"Acknowledged AERIAL-105, report on ground.",31.24541,121.54092,,False
2022-10-28 10:58:47.000000000,Control,I2,Report airborne.,31.24298,121.54607,71.0,True
